CACZAD010000010.1_cluster_1	GCF0000001
CM001763.1_cluster_5	GCF0035009
JADIKC010000001.1_cluster_1	GCF0035010
MSPY01000005.1_cluster_1	GCF0035011
CVMG01000029.1_cluster_1	GCF0035012
RCWB01000025.1_cluster_1	GCF0035013
RJVB01000003.1_cluster_1	GCF0035014
CP043441.1_cluster_2	GCF0035015
CP013220.1_cluster_5	GCF0035016
JNWV01000077.1_cluster_1	GCF0035017
QFZI01000017.1_cluster_1	GCF0035018
MECK01000346.1_cluster_1	GCF0035019
SPMZ01000082.1_cluster_1	GCF0035020
CP012109.1_cluster_34	GCF0035021
JACQYF010000089.1_cluster_1	GCF0035022
CP022098.1_cluster_2	GCF0035023
CP028826.1_cluster_2	GCF0035024
BCZJ01000001.1_cluster_4	GCF0035025
JAAAXX010000001.1_cluster_3	GCF0035026
JAHBDD010000022.1_cluster_1	GCF0035027
JAHSTV010000009.1_cluster_1	GCF0035028
FNRS01000001.1_cluster_8	GCF0035029
CP014870.1_cluster_27	GCF0035030
CP034783.1_cluster_21	GCF0035031
UWDX01000414.1_cluster_1	GCF0035032
JACAPN010000001.1_cluster_1	GCF0035033
RBTM01000038.1_cluster_1	GCF0035034
WOTI01000165.1_cluster_1	GCF0035035
JAAQYH010000011.1_cluster_1	GCF0035036
JACJFM010000042.1_cluster_1	GCF0035037
RXHY01000004.1_cluster_1	GCF0035038
JAARNI010000011.1_cluster_1	GCF0035039
BLJI01000013.1_cluster_1	GCF0035040
DEHS01000080.1_cluster_1	GCF0035041
AP022839.1_cluster_7	GCF0035042
CAAAIB010000001.1_cluster_1	GCF0035043
JACXIY010000001.1_cluster_1	GCF0035044
PXOH01000008.1_cluster_1	GCF0035045
LT985361.1_cluster_7	GCF0035046
JADNYM010000014.1_cluster_1	GCF0035047
CP001001.1_cluster_2	GCF0035048
CP023737.1_cluster_3	GCF0035049
JAFBBT010000001.1_cluster_6	GCF0035050
SNVW01000005.1_cluster_1	GCF0035051
LQXA01000019.1_cluster_1	GCF0035052
CP019948.1_cluster_2	GCF0035053
JAERVJ010000001.1_cluster_2	GCF0035054
QKFD01000081.1_cluster_1	GCF0035055
VYAF01000030.1_cluster_1	GCF0035056
VXLI01000028.1_cluster_1	GCF0035057
RCJG01000012.1_cluster_1	GCF0035058
FEYN01000004.1_cluster_1	GCF0035059
FNSS01000001.1_cluster_7	GCF0035060
NCEW01000013.1_cluster_1	GCF0035061
CP066681.1_cluster_1	GCF0035062
JADKES010000004.1_cluster_1	GCF0035063
QAIG01000013.1_cluster_1	GCF0035064
UCLR01000031.1_cluster_1	GCF0035065
FNKU01000001.1_cluster_5	GCF0035066
NTAD01000005.1_cluster_2	GCF0035067
ALPS01000167.1_cluster_1	GCF0035068
LRMT01000111.1_cluster_1	GCF0035069
PBLQ01000047.1_cluster_1	GCF0035070
SMLK01000002.1_cluster_2	GCF0035071
JAHBZO010000002.1_cluster_1	GCF0035072
JABAIM010000001.1_cluster_5	GCF0035073
LR699553.1_cluster_6	GCF0035074
JADKHC010000026.1_cluster_1	GCF0035075
MYFO01000007.1_cluster_1	GCF0035076
CP054612.1_cluster_8	GCF0035077
JAGKSP010000010.1_cluster_1	GCF0035078
OLMS01000002.1_cluster_1	GCF0035079
CP039640.1_cluster_1	GCF0035080
CP003239.1_cluster_4	GCF0035081
JACIDD010000002.1_cluster_1	GCF0035082
NOXU01000017.1_cluster_1	GCF0035083
QRBE01000002.1_cluster_1	GCF0035084
JTBY01000180.1_cluster_1	GCF0035085
JAAVUW010000001.1_cluster_1	GCF0035086
JACVUC010000018.1_cluster_1	GCF0035087
FNKR01000003.1_cluster_16	GCF0035088
SWAR01000005.1_cluster_1	GCF0035089
CP080377.1_cluster_5	GCF0035090
MEFB01000009.1_cluster_1	GCF0035091
CP023669.1_cluster_3	GCF0035092
QOKX01000006.1_cluster_1	GCF0035093
QPEQ01000002.1_cluster_4	GCF0035094
SUNG01000050.1_cluster_1	GCF0035095
CP027715.1_cluster_7	GCF0035096
CABVJD010000004.1_cluster_3	GCF0035097
JAHTGR010000003.1_cluster_1	GCF0035098
CABVHP010000001.1_cluster_3	GCF0035099
CP026386.1_cluster_4	GCF0035100
MOBJ01000034.1_cluster_2	GCF0035101
JPQT01000125.1_cluster_1	GCF0035102
PUJV01000004.1_cluster_1	GCF0035103
OMIC01000047.1_cluster_1	GCF0035104
JAAGPL010000004.1_cluster_1	GCF0035105
VEPG01000012.1_cluster_1	GCF0035106
JACZKE010000046.1_cluster_1	GCF0035107
JADJPG010000017.1_cluster_1	GCF0035108
JAAYDE010000119.1_cluster_1	GCF0035109
VLLG01000005.1_cluster_1	GCF0035110
JAGXJN010000010.1_cluster_1	GCF0035111
WRXN01000009.1_cluster_1	GCF0035112
JAABOK010000009.1_cluster_1	GCF0035113
JABAIA010000002.1_cluster_7	GCF0035114
CP023254.1_cluster_19	GCF0035115
ABCS01000001.1_cluster_1	GCF0035116
FOMX01000045.1_cluster_1	GCF0035117
JVIE01000017.1_cluster_2	GCF0035118
AP019860.1_cluster_5	GCF0035119
MVDH01000006.1_cluster_1	GCF0035120
PNCK01000072.1_cluster_1	GCF0035121
JAABOK010000015.1_cluster_2	GCF0035122
MVDH01000006.1_cluster_2	GCF0035123
CP031728.1_cluster_3	GCF0035124
CADFGO010000001.1_cluster_3	GCF0035125
JAFLCU010000002.1_cluster_1	GCF0035126
JADKKI010000015.1_cluster_1	GCF0035127
CP024847.1_cluster_2	GCF0035128
FMIT01000009.1_cluster_1	GCF0035129
MPSI01000001.1_cluster_4	GCF0035130
JADUMP010000026.1_cluster_1	GCF0035131
NEQO01000001.1_cluster_1	GCF0035132
CP077604.1_cluster_1	GCF0035133
CP047135.1_cluster_4	GCF0035134
FYDY01000002.1_cluster_1	GCF0035135
JAHBDI010000083.1_cluster_1	GCF0035136
JAAVVC010000007.1_cluster_1	GCF0035137
FZNN01000020.1_cluster_1	GCF0035138
JACVAP010000004.1_cluster_1	GCF0035139
CP016836.1_cluster_8	GCF0035140
SJCW01000004.1_cluster_2	GCF0035141
JAARLY010000006.1_cluster_1	GCF0035142
JAGQFT020000004.1_cluster_1	GCF0035143
JAENMU010000001.1_cluster_1	GCF0035144
SMVC01000019.1_cluster_1	GCF0035145
CP020979.2_cluster_1	GCF0035146
CADEHE010000009.1_cluster_1	GCF0035147
JAETWA010000046.1_cluster_1	GCF0035148
MUNR01000005.1_cluster_1	GCF0035149
MUNU01000012.1_cluster_1	GCF0035150
LKIT01000002.1_cluster_1	GCF0035151
CP043567.1_cluster_1	GCF0035152
QFWQ01000009.1_cluster_1	GCF0035153
NTJI01000004.1_cluster_1	GCF0035154
JZEH01000001.1_cluster_1	GCF0035155
JAASRH010000001.1_cluster_2	GCF0035156
JADCRD010000001.1_cluster_3	GCF0035157
SAWZ01000002.1_cluster_1	GCF0035158
KQ759763.1_cluster_1	GCF0035159
SSOC01000004.1_cluster_3	GCF0035160
FOXL01000007.1_cluster_2	GCF0035161
JAARLY010000001.1_cluster_2	GCF0035162
AJXW01000057.1_cluster_1	GCF0035163
MEFB01000028.1_cluster_1	GCF0035164
DFRC01000016.1_cluster_1	GCF0035165
CP045238.1_cluster_1	GCF0035166
QVNR01000001.1_cluster_3	GCF0035167
JAAQXX010000007.1_cluster_1	GCF0035168
CP035376.1_cluster_2	GCF0035169
LMFE01000004.1_cluster_2	GCF0035170
WEGK01000008.1_cluster_3	GCF0035171
JACVED010000016.1_cluster_1	GCF0035172
WRPP01000005.1_cluster_3	GCF0035173
CAJQGR010000007.1_cluster_1	GCF0035174
SACN01000001.1_cluster_1	GCF0035175
FOZG01000001.1_cluster_1	GCF0035176
WLQH01000310.1_cluster_1	GCF0035177
JADJYM010000004.1_cluster_1	GCF0035178
KQ954285.1_cluster_1	GCF0035179
JRQQ01000001.1_cluster_1	GCF0035180
LRMT01000026.1_cluster_1	GCF0035181
CP032829.1_cluster_4	GCF0035182
MNAH01000010.1_cluster_2	GCF0035183
NIRS01000003.1_cluster_3	GCF0035184
NIRS01000001.1_cluster_4	GCF0035185
JOKH01000001.1_cluster_1	GCF0035186
PNBD01000015.1_cluster_1	GCF0035187
CABVII010000019.1_cluster_2	GCF0035188
FYED01000014.1_cluster_1	GCF0035189
VFIM01000021.1_cluster_2	GCF0035190
JAAVXC010000012.1_cluster_1	GCF0035191
MKRR01000166.1_cluster_1	GCF0035192
JACLAU010000001.1_cluster_1	GCF0035193
JAFDVQ010000005.1_cluster_2	GCF0035194
KB906756.1_cluster_1	GCF0035195
LT838813.1_cluster_5	GCF0035196
JAGIPX010000013.1_cluster_1	GCF0035197
LVJU01000025.1_cluster_1	GCF0035198
RCOH01000044.1_cluster_1	GCF0035199
CAISIQ010000014.1_cluster_1	GCF0035200
QGKL01000026.1_cluster_1	GCF0035201
CP072800.1_cluster_1	GCF0035202
SNWA01000002.1_cluster_3	GCF0035203
BAYE01000025.1_cluster_1	GCF0035204
FCON02000019.1_cluster_1	GCF0035205
JAHRBI010000003.1_cluster_1	GCF0035206
CAIYNU010000022.1_cluster_1	GCF0035207
QRGA01000012.1_cluster_1	GCF0035208
JACNJZ010000091.1_cluster_1	GCF0035209
FMVQ01000009.1_cluster_1	GCF0035210
CABVHU010000006.1_cluster_2	GCF0035211
CABVIU010000007.1_cluster_2	GCF0035212
CADFFX010000001.1_cluster_2	GCF0035213
QTTP01000001.1_cluster_23	GCF0035214
CP071139.1_cluster_47	GCF0035215
LSFR01000003.1_cluster_2	GCF0035216
NEHW01000014.1_cluster_1	GCF0035217
FZNR01000002.1_cluster_2	GCF0035218
BONF01000010.1_cluster_1	GCF0035219
AP023360.1_cluster_10	GCF0035220
JAEQNE010000001.1_cluster_1	GCF0035221
QLIN01000002.1_cluster_2	GCF0035222
REBT01000083.1_cluster_1	GCF0035223
VGBO01000016.1_cluster_1	GCF0035224
CADEDH010000081.1_cluster_1	GCF0035225
JACHJO010000011.1_cluster_1	GCF0035226
NOIU01000001.1_cluster_1	GCF0035227
LMSH01000002.1_cluster_1	GCF0035228
ADNU01000053.1_cluster_1	GCF0035229
KV823283.1_cluster_1	GCF0035230
LR027842.1_cluster_2	GCF0035231
CP043540.1_cluster_1	GCF0035232
JZIG01000004.1_cluster_2	GCF0035233
UAQM01000042.1_cluster_1	GCF0035234
JACCKA010000027.1_cluster_1	GCF0035235
MULM01000091.1_cluster_1	GCF0035236
PFEY01000056.1_cluster_1	GCF0035237
JABABU010000047.1_cluster_1	GCF0035238
QFPN01000001.1_cluster_1	GCF0035239
BGC0001636	GCF0035240
LVWT01000021.1_cluster_1	GCF0035241
CP011801.1_cluster_5	GCF0035242
JAHXBG010000003.1_cluster_1	GCF0035243
FQVN01000011.1_cluster_1	GCF0035244
NETK01000001.1_cluster_8	GCF0035245
JADKFE010000002.1_cluster_1	GCF0035246
KB893717.1_cluster_1	GCF0035247
RAPS01000001.1_cluster_38	GCF0035248
WXYH01000389.1_cluster_5	GCF0035249
AP011115.1_cluster_14	GCF0035250
FNAB01000003.1_cluster_1	GCF0035251
BAWF01000035.1_cluster_1	GCF0035252
CM001149.1_cluster_10	GCF0035253
LHVR01000028.1_cluster_1	GCF0035254
BMMH01000006.1_cluster_1	GCF0035255
BDBQ01000001.1_cluster_2	GCF0035256
LTCZ01000112.1_cluster_1	GCF0035257
CP070859.1_cluster_7	GCF0035258
ARVZ01000001.1_cluster_15	GCF0035259
NGFO01000003.1_cluster_1	GCF0035260
CP053928.1_cluster_1	GCF0035261
OBDO01000001.1_cluster_1	GCF0035262
JACHMT010000001.1_cluster_9	GCF0035263
VIWX01000001.1_cluster_4	GCF0035264
JADBID010000001.1_cluster_4	GCF0035265
KI912613.1_cluster_3	GCF0035266
JABXWB010000005.1_cluster_2	GCF0035267
JADQDD010000021.1_cluster_1	GCF0035268
JAGPOX010000003.1_cluster_2	GCF0035269
JADGHD010000044.1_cluster_1	GCF0035270
JAEACQ010000187.1_cluster_1	GCF0035271
BOMS01000026.1_cluster_1	GCF0035272
FONV01000001.1_cluster_2	GCF0035273
BOQP01000004.1_cluster_2	GCF0035274
JADOTY010000001.1_cluster_14	GCF0035275
JZKF01000001.1_cluster_1	GCF0035276
BNCC01000015.1_cluster_4	GCF0035277
KQ948678.1_cluster_1	GCF0035278
KI912266.1_cluster_12	GCF0035279
LFCW01000007.1_cluster_4	GCF0035280
BOMD01000080.1_cluster_1	GCF0035281
BOMY01000041.1_cluster_1	GCF0035282
BOMH01000059.1_cluster_2	GCF0035283
LT702999.1_cluster_1	GCF0035284
CP023778.1_cluster_46	GCF0035285
DGGL01000095.1_cluster_1	GCF0035286
CP080442.1_cluster_1	GCF0035287
CP002542.1_cluster_5	GCF0035288
CP012996.1_cluster_1	GCF0035289
QLMA01000005.1_cluster_3	GCF0035290
VWWO01000002.1_cluster_8	GCF0035291
FOQO01000003.1_cluster_1	GCF0035292
MRYI01000007.1_cluster_1	GCF0035293
CP061947.1_cluster_3	GCF0035294
WMID02000001.1_cluster_2	GCF0035295
WRXN01000008.1_cluster_1	GCF0035296
SWCJ01000014.1_cluster_1	GCF0035297
JTHK01000033.1_cluster_1	GCF0035298
JTHN01000005.1_cluster_1	GCF0035299
FMTT01000013.1_cluster_2	GCF0035300
CP003107.1_cluster_5	GCF0035301
CP013203.1_cluster_7	GCF0035302
JMLR01000007.1_cluster_2	GCF0035303
JACJIP010000010.1_cluster_1	GCF0035304
PIZN01000019.1_cluster_1	GCF0035305
AMSQ01000030.1_cluster_1	GCF0035306
QKXU01000123.1_cluster_1	GCF0035307
LGVJ01000098.1_cluster_1	GCF0035308
CP028209.1_cluster_7	GCF0035309
KE384535.1_cluster_1	GCF0035310
PNXP01000019.1_cluster_1	GCF0035311
QJJD01000001.1_cluster_3	GCF0035312
GL905390.1_cluster_7	GCF0035313
JAAIVH010000001.1_cluster_3	GCF0035314
LMXH01000016.1_cluster_1	GCF0035315
FMTT01000005.1_cluster_1	GCF0035316
BGC0001715	GCF0035317
KE384308.1_cluster_1	GCF0035318
CP013203.1_cluster_5	GCF0035319
JACYVQ010000012.1_cluster_1	GCF0035320
JAHZIJ010000001.1_cluster_2	GCF0035321
CP002869.1_cluster_10	GCF0035322
CP073766.1_cluster_3	GCF0035323
JAABOK010000014.1_cluster_3	GCF0035324
JACHCG010000001.1_cluster_4	GCF0035325
JXRA01000031.1_cluster_1	GCF0035326
AIIJ01000144.1_cluster_1	GCF0035327
KQ040785.1_cluster_1	GCF0035328
QKRB01000050.1_cluster_1	GCF0035329
SMLW01000637.1_cluster_1	GCF0035330
CABKUV010000012.1_cluster_6	GCF0035331
QKMR01000019.1_cluster_1	GCF0035332
FYEP01000014.1_cluster_1	GCF0035333
BBDI01000055.1_cluster_1	GCF0035334
LVJH01000006.1_cluster_1	GCF0035335
WHOC01000143.1_cluster_1	GCF0035336
WSEY01000005.1_cluster_1	GCF0035337
PUWV01000019.1_cluster_1	GCF0035338
FN667742.1_cluster_6	GCF0035339
PUJU01000013.1_cluster_1	GCF0035340
CP011479.1_cluster_3	GCF0035341
QRCT01000012.1_cluster_2	GCF0035342
VENM01000015.1_cluster_1	GCF0035343
NIUA01000001.1_cluster_21	GCF0035344
MRUI01000004.1_cluster_1	GCF0035345
CADBNS010000142.1_cluster_1	GCF0035346
CABKVH010000005.1_cluster_1	GCF0035347
CABHNI010000032.1_cluster_1	GCF0035348
JAAYPT010000060.1_cluster_1	GCF0035349
AEOA01000018.1_cluster_1	GCF0035350
JAFXXZ010000038.1_cluster_1	GCF0035351
VCNC01000003.1_cluster_1	GCF0035352
ACOK01000093.1_cluster_1	GCF0035353
JAGCZB010000213.1_cluster_1	GCF0035354
JAFRFJ010000006.1_cluster_1	GCF0035355
KL370840.1_cluster_1	GCF0035356
SVEU01000004.1_cluster_1	GCF0035357
FOZB01000001.1_cluster_1	GCF0035358
ACOK01000094.1_cluster_1	GCF0035359
JAFBAY010000001.1_cluster_1	GCF0035360
CACWGG010000006.1_cluster_1	GCF0035361
JAEEVL010000028.1_cluster_1	GCF0035362
JAFRQJ010000009.1_cluster_1	GCF0035363
JAFUEJ010000005.1_cluster_1	GCF0035364
CACYDP010000140.1_cluster_1	GCF0035365
JAFUSK010000021.1_cluster_1	GCF0035366
CADABQ010000051.1_cluster_1	GCF0035367
LR698959.1_cluster_1	GCF0035368
MSGZ01000023.1_cluster_1	GCF0035369
FOHN01000005.1_cluster_1	GCF0035370
MPTB01000028.1_cluster_1	GCF0035371
CAAILA010000001.1_cluster_2	GCF0035372
FMEU01000005.1_cluster_1	GCF0035373
DBKX01000140.1_cluster_1	GCF0035374
JAFUZE010000158.1_cluster_1	GCF0035375
QKMR01000001.1_cluster_1	GCF0035376
JAEKBW010000001.1_cluster_1	GCF0035377
JAAIQV010000038.1_cluster_1	GCF0035378
JAGHEP010000077.1_cluster_1	GCF0035379
PSQG01000037.1_cluster_1	GCF0035380
JHYD01000003.1_cluster_3	GCF0035381
FOJY01000006.1_cluster_1	GCF0035382
CP017770.1_cluster_1	GCF0035383
CP081502.1_cluster_4	GCF0035384
LMVH01000001.1_cluster_1	GCF0035385
CP027778.1_cluster_2	GCF0035386
NCVR01000002.1_cluster_1	GCF0035387
LZZG01000049.1_cluster_1	GCF0035388
CABHNE010000065.1_cluster_1	GCF0035389
JAFGSW010000072.1_cluster_1	GCF0035390
LS483304.1_cluster_1	GCF0035391
UQSN01000007.1_cluster_1	GCF0035392
DAETZY010000001.1_cluster_1	GCF0035393
AECM01000026.1_cluster_1	GCF0035394
LT984887.1_cluster_1	GCF0035395
QGTH01000010.1_cluster_1	GCF0035396
JAFBMI010000015.1_cluster_1	GCF0035397
JH470558.1_cluster_1	GCF0035398
AAUOUW010000013.1_cluster_2	GCF0035399
CP067016.1_cluster_1	GCF0035400
WLZM01000020.1_cluster_1	GCF0035401
CP015399.2_cluster_3	GCF0035402
DEYX01000133.1_cluster_1	GCF0035403
CAJPNZ010000037.1_cluster_1	GCF0035404
DKLE01000006.1_cluster_1	GCF0035405
DACIUW010000034.1_cluster_1	GCF0035406
CP040421.1_cluster_2	GCF0035407
CAJTSO010000023.1_cluster_1	GCF0035408
CAJULG010000001.1_cluster_1	GCF0035409
FPJT01000002.1_cluster_1	GCF0035410
KQ130610.1_cluster_2	GCF0035411
WRMB01000015.1_cluster_1	GCF0035412
WITJ01000001.1_cluster_2	GCF0035413
JAHZGR010000012.1_cluster_1	GCF0035414
POTH01000027.1_cluster_1	GCF0035415
JAGAYM010000080.1_cluster_1	GCF0035416
JAFRTG010000032.1_cluster_1	GCF0035417
JAFWQJ010000051.1_cluster_1	GCF0035418
JAFQBM010000055.1_cluster_1	GCF0035419
URAM01000004.1_cluster_1	GCF0035420
CACVRV010000014.1_cluster_1	GCF0035421
JAEEIA010000080.1_cluster_1	GCF0035422
FNHZ01000001.1_cluster_1	GCF0035423
UYYE01000002.1_cluster_1	GCF0035424
CM001441.1_cluster_2	GCF0035425
JAFRMZ010000270.1_cluster_1	GCF0035426
NJNQ01000002.1_cluster_1	GCF0035427
MWWV01000015.1_cluster_1	GCF0035428
CABKTP010000142.1_cluster_1	GCF0035429
WRGR01000021.1_cluster_1	GCF0035430
CACWHJ010000001.1_cluster_1	GCF0035431
JABMIC010000058.1_cluster_1	GCF0035432
CABIWW010000013.1_cluster_1	GCF0035433
CADAAY010000007.1_cluster_1	GCF0035434
CAJJNO010000011.1_cluster_1	GCF0035435
CAJKKZ010000021.1_cluster_1	GCF0035436
CAJLQZ010000004.1_cluster_1	GCF0035437
AUFR01000018.1_cluster_1	GCF0035438
LR027842.1_cluster_1	GCF0035439
BCVM01000010.1_cluster_1	GCF0035440
JABAFP010000022.1_cluster_1	GCF0035441
CP004121.1_cluster_2	GCF0035442
MAIS01000075.1_cluster_1	GCF0035443
UQRM01000002.1_cluster_1	GCF0035444
CP032514.1_cluster_4	GCF0035445
KE340297.1_cluster_1	GCF0035446
JAERRC010000019.1_cluster_1	GCF0035447
NCVD01000051.1_cluster_1	GCF0035448
CP001129.1_cluster_7	GCF0035449
JACOOV010000007.1_cluster_1	GCF0035450
FNDX01000001.1_cluster_1	GCF0035451
CP000673.1_cluster_3	GCF0035452
JACBAC010000001.1_cluster_2	GCF0035453
JAHLNI010000013.1_cluster_1	GCF0035454
WJEB01000001.1_cluster_1	GCF0035455
MAQW01000012.1_cluster_5	GCF0035456
CAAEYK010000273.1_cluster_1	GCF0035457
UQQX01000044.1_cluster_1	GCF0035458
CAJPNN010000026.1_cluster_1	GCF0035459
KE136479.1_cluster_2	GCF0035460
JADBEL010000048.1_cluster_1	GCF0035461
NBFB01000003.1_cluster_1	GCF0035462
PHEV01000041.1_cluster_1	GCF0035463
JHXL01000002.1_cluster_1	GCF0035464
JAAYBK010000026.1_cluster_1	GCF0035465
JAADGS010000016.1_cluster_1	GCF0035466
JAAYVB010000001.1_cluster_1	GCF0035467
CAJGUS010000097.1_cluster_2	GCF0035468
LAGD01000102.1_cluster_1	GCF0035469
WRHI01000052.1_cluster_1	GCF0035470
RJMG01000010.1_cluster_1	GCF0035471
AZGB01000015.1_cluster_1	GCF0035472
JAFQBM010000021.1_cluster_1	GCF0035473
JAEDDO010000043.1_cluster_1	GCF0035474
CABMJC010000006.1_cluster_1	GCF0035475
JAHLDW010000010.1_cluster_1	GCF0035476
JAAYCT010000039.1_cluster_1	GCF0035477
JAGOJD010000080.1_cluster_1	GCF0035478
CADABQ010000004.1_cluster_1	GCF0035479
CP053999.1_cluster_1	GCF0035480
CP035758.1_cluster_3	GCF0035481
DYCF01000008.1_cluster_1	GCF0035482
DJXD01000075.1_cluster_1	GCF0035483
QPJT01000001.1_cluster_1	GCF0035484
QKMR01000004.1_cluster_1	GCF0035485
CACZYW010000006.1_cluster_1	GCF0035486
WQWL01000056.1_cluster_1	GCF0035487
FRFD01000011.1_cluster_1	GCF0035488
JHYT01000014.1_cluster_1	GCF0035489
JAFLWD010000009.1_cluster_1	GCF0035490
JACSJX010000005.1_cluster_1	GCF0035491
LQYJ01000039.1_cluster_1	GCF0035492
JAARVT010000001.1_cluster_1	GCF0035493
JACSJT010000005.1_cluster_2	GCF0035494
CP014230.1_cluster_2	GCF0035495
JAHXPT010000003.1_cluster_1	GCF0035496
CP017705.1_cluster_8	GCF0035497
CAAHFJ010000004.1_cluster_11	GCF0035498
PXUE01000001.1_cluster_3	GCF0035499
KN050796.1_cluster_1	GCF0035500
CP053590.1_cluster_7	GCF0035501
QRDZ01000004.1_cluster_1	GCF0035502
PGUB01000049.1_cluster_1	GCF0035503
NFZW01000011.1_cluster_1	GCF0035504
VLKC01000002.1_cluster_3	GCF0035505
FNHB01000003.1_cluster_1	GCF0035506
JAHCMB010000051.1_cluster_1	GCF0035507
DOMX01000122.1_cluster_1	GCF0035508
JAEINR010000034.1_cluster_1	GCF0035509
CP001720.1_cluster_6	GCF0035510
LR701292.1_cluster_4	GCF0035511
SVCL01000030.1_cluster_1	GCF0035512
DS989904.1_cluster_3	GCF0035513
CAJPQJ010000019.1_cluster_1	GCF0035514
JOOA01000001.1_cluster_1	GCF0035515
JABZIZ010000006.1_cluster_1	GCF0035516
JAHABC010000001.1_cluster_1	GCF0035517
JXMR01000002.1_cluster_1	GCF0035518
CAJKAM010000002.1_cluster_1	GCF0035519
KK211349.1_cluster_1	GCF0035520
JABTBM010000002.1_cluster_4	GCF0035521
ACXX02000007.1_cluster_2	GCF0035522
WQQB01000066.1_cluster_1	GCF0035523
BMBX01000006.1_cluster_1	GCF0035524
CP036259.1_cluster_1	GCF0035525
FCOW01000015.1_cluster_1	GCF0035526
JACYTN010000010.1_cluster_2	GCF0035527
JNIO01000008.1_cluster_3	GCF0035528
FMUR01000013.1_cluster_1	GCF0035529
MKIQ01000031.1_cluster_1	GCF0035530
CAJKME010000023.1_cluster_1	GCF0035531
CAADHO010000008.1_cluster_1	GCF0035532
JACRYT010000007.1_cluster_1	GCF0035533
JAGAWT010000013.1_cluster_1	GCF0035534
JAAYEK010000100.1_cluster_1	GCF0035535
WASQ01000035.1_cluster_1	GCF0035536
CP030280.1_cluster_1	GCF0035537
CZAW01000052.1_cluster_1	GCF0035538
CADAHA010000079.1_cluster_1	GCF0035539
FRFF01000178.1_cluster_1	GCF0035540
BMOD01000003.1_cluster_1	GCF0035541
PVNL01000064.1_cluster_1	GCF0035542
WHOA01000098.1_cluster_1	GCF0035543
CP031223.1_cluster_4	GCF0035544
SSWY01000062.1_cluster_1	GCF0035545
PTVZ01000003.1_cluster_1	GCF0035546
JAEHFQ010000014.1_cluster_2	GCF0035547
JAEEGA010000013.1_cluster_1	GCF0035548
KE951412.1_cluster_1	GCF0035549
LVZK01000001.1_cluster_2	GCF0035550
ADKM02000123.1_cluster_1	GCF0035551
JXLB01000003.1_cluster_1	GCF0035552
BGC0000487	GCF0035553
JXKO01000005.1_cluster_1	GCF0035554
KI911355.1_cluster_1	GCF0035555
PKHF01000007.1_cluster_1	GCF0035556
QYBR01000003.1_cluster_1	GCF0035557
FOQC01000006.1_cluster_1	GCF0035558
JAEUZA010000009.1_cluster_2	GCF0035559
NAQW01000085.1_cluster_1	GCF0035560
DACBIL010000003.1_cluster_1	GCF0035561
SADV01000015.1_cluster_1	GCF0035562
BGC0000618	GCF0035563
CACSLH010000007.1_cluster_1	GCF0035564
AGBU01000088.1_cluster_1	GCF0035565
CP014924.1_cluster_2	GCF0035566
KB944819.1_cluster_1	GCF0035567
BGC0000489	GCF0035568
JQBG01000005.1_cluster_1	GCF0035569
UAPY01000015.1_cluster_1	GCF0035570
CM000740.1_cluster_7	GCF0035571
CM000741.1_cluster_7	GCF0035572
CABEIL010000002.1_cluster_1	GCF0035573
NCWZ01000002.1_cluster_1	GCF0035574
WHOF01000016.1_cluster_1	GCF0035575
AZFN01000027.1_cluster_1	GCF0035576
VODY01000002.1_cluster_1	GCF0035577
DACJEJ010000184.1_cluster_1	GCF0035578
NGKZ01000001.1_cluster_3	GCF0035579
JAHBFU010000006.1_cluster_1	GCF0035580
JABWVF010000002.1_cluster_1	GCF0035581
CP065536.1_cluster_1	GCF0035582
BGC0000523	GCF0035583
CP046334.1_cluster_1	GCF0035584
LR607372.1_cluster_3	GCF0035585
JACACP010000051.1_cluster_1	GCF0035586
JAAQVW010000002.1_cluster_1	GCF0035587
JADPCE010000015.1_cluster_1	GCF0035588
JADNDI010000077.1_cluster_1	GCF0035589
CP026635.1_cluster_1	GCF0035590
CP078552.1_cluster_1	GCF0035591
CABKUR010000003.1_cluster_1	GCF0035592
NGLE01000001.1_cluster_2	GCF0035593
VOEC01000011.1_cluster_1	GCF0035594
LNLK01000138.1_cluster_1	GCF0035595
CP010976.1_cluster_3	GCF0035596
CP010976.1_cluster_1	GCF0035597
JAHAKL010000019.1_cluster_1	GCF0035598
JNLG01000001.1_cluster_1	GCF0035599
CP035168.1_cluster_2	GCF0035600
JZSB01000047.1_cluster_1	GCF0035601
JOKA01000040.1_cluster_1	GCF0035602
LUXI01000032.1_cluster_1	GCF0035603
CP003143.1_cluster_1	GCF0035604
CABMJT010000002.1_cluster_2	GCF0035605
JAERKJ010000018.1_cluster_1	GCF0035606
NQNU01000024.1_cluster_1	GCF0035607
BGC0000484	GCF0035608
QICC01000097.1_cluster_1	GCF0035609
KN714897.1_cluster_1	GCF0035610
JAGWDV010000048.1_cluster_1	GCF0035611
SUMT01000031.1_cluster_1	GCF0035612
AFWZ01000019.1_cluster_1	GCF0035613
CP027786.1_cluster_1	GCF0035614
VBSW01000040.1_cluster_1	GCF0035615
UGNR01000002.1_cluster_2	GCF0035616
QOCS01000020.1_cluster_1	GCF0035617
CP072197.1_cluster_1	GCF0035618
CP047415.1_cluster_2	GCF0035619
JAGYGT010000010.1_cluster_1	GCF0035620
PVOR01000160.1_cluster_1	GCF0035621
